ilce_adi,mahalle_adi,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma
CSISLIA,KALFA,0,1,11,39,0,0,0,0,0,0,0,16
CSISLIA,KARACAK?Y MERKEZ,0,2,27,98,0,0,0,0,0,0,1,13
CSISLIA,KARAMANDERE,0,1,7,27,0,0,0,0,0,0,0,18
CSISLIA,KESTSISLIK,1,6,41,118,0,0,1,1,0,0,0,12
CSISLIA,KSISLIAAL?,0,1,8,26,0,0,0,0,0,0,0,33
CSISLIA,MURATBEY MERKEZ,1,13,80,157,0,0,0,1,0,1,1,6
CSISLIA,NAKKA?,2,8,39,100,0,0,0,0,0,0,0,50
CSISLIA,OSISLI,1,3,22,63,0,0,0,0,0,0,0,16
CSISLIA,ORSISLI,0,1,13,48,0,0,0,0,0,0,0,69
CSISLIA,OVAYEN?CE,11,39,159,261,0,0,1,2,1,1,1,1
CSISLIA,?RSISLI,0,2,18,56,0,0,0,0,0,0,0,4
CSISLIA,?RENC?K,0,1,11,43,0,0,0,0,0,0,0,7
CSISLIA,SUBA?I,2,8,47,130,0,0,0,0,0,0,0,88
CSISLIA,YALIK?Y,0,1,12,54,0,0,0,0,0,0,0,40
CSISLIA,SISLICIK,0,0,0,2,0,0,0,0,0,0,0,6
CSISLIA,SISLIK,0,0,6,22,0,0,0,0,0,0,0,25
CEKMEKOY,ALEMDA?,1,7,56,160,0,0,1,2,0,0,0,140
CEKMEKOY,AYADALAR,1,5,53,191,0,0,1,10,0,0,1,296
CEKMEKOY,CUMHUR?YET,1,4,39,139,0,0,2,7,0,0,0,296
CEKMEKOY,SISLIK,0,2,25,145,0,0,1,7,0,0,0,233
CEKMEKOY,?SISLIE?E,1,8,63,193,0,0,1,4,0,0,0,184
CEKMEKOY,EK?SISLI,1,7,59,171,0,0,1,4,0,0,0,180
CEKMEKOY,GUNGOREN,0,3,22,82,0,0,1,4,0,0,0,146
CEKMEKOY,HAM?D?YE,1,4,46,224,0,0,2,12,1,2,2,118
CEKMEKOY,H?SESISLI,1,3,22,67,0,0,0,0,0,0,0,355
CEKMEKOY,K?SISLIDERE,0,2,21,87,0,0,1,4,0,0,0,22
CEKMEKOY,KSISLIU,1,5,27,67,0,0,0,1,0,0,0,119
CEKMEKOY,MEHMET AK?F,1,7,66,310,0,0,3,19,0,0,1,42
CEKMEKOY,MERKEZ,1,13,113,364,0,0,0,8,0,0,1,455
CEKMEKOY,M?MAR S?NAN,1,7,70,251,0,0,2,12,0,0,0,459
CEKMEKOY,N??ANTEPE,0,4,48,143,0,0,0,0,0,0,0,399
CEKMEKOY,?SISLI,3,14,107,281,1,0,0,2,2,2,2,142
CEKMEKOY,RE?AD?YE,0,6,58,169,0,0,0,0,0,0,0,0
CEKMEKOY,SIRAPINAR,1,3,25,70,0,0,0,0,0,0,0,121
CEKMEKOY,SO?UKPINAR,0,3,28,95,0,0,0,3,0,0,0,60
CEKMEKOY,SULTAN?SISLI??,1,4,32,115,0,0,1,6,0,0,0,28
CEKMEKOY,TASISLIN,0,2,18,68,0,0,1,4,0,0,0,127
EADALAR,SISLIK,17,41,228,567,23,13,63,124,0,0,1,233
EADALAR,??FTE HAADALAR,12,23,68,88,11,8,29,51,0,0,1,119
EADALAR,DAVUTPA?A,28,57,226,387,37,20,96,174,1,1,2,1713
EADALAR,FATIH,41,84,394,837,72,39,190,353,1,1,2,3725
EADALAR,FEVZ? ?AKMAK,32,62,263,544,62,34,162,295,0,1,1,2788
EADALAR,HASISLINI,15,40,224,588,20,11,55,111,0,0,1,1579
EADALAR,KAZIM KARABEK?R,26,52,250,604,51,28,135,252,0,1,1,2463
EADALAR,KEMER,31,64,270,519,42,23,111,205,1,1,2,1938
EADALAR,MENDERES,35,64,266,576,70,39,184,334,0,0,1,2828
EADALAR,M?MAR S?NAN,23,43,162,293,36,20,94,168,0,0,1,1342
EADALAR,NAMIK KEMAL,27,54,199,328,33,19,87,157,1,1,2,1680
EADALAR,N?NE HATUN,49,90,367,735,102,55,267,480,1,0,1,4062
EADALAR,ORU?RE?S,8,28,220,721,11,6,32,74,1,1,2,1249
EADALAR,TUNA,32,74,365,775,47,26,125,238,0,0,1,2474
EADALAR,TURGUT RE?S,7,22,178,633,11,6,31,70,0,0,1,1206
EADALAR,YAVUZSISLIM,8,15,59,107,10,5,26,47,0,0,0,348
ESENYURT,AK?ABURGAZ,9,44,232,457,8,4,27,62,1,2,4,1166
ESENYURT,AADALAR,2,6,27,62,6,3,16,33,0,0,1,383
ESENYURT,AK?EMSEDD?N,11,34,131,194,12,7,33,63,0,0,1,644
ESENYURT,ARSISLI,9,34,149,226,9,4,27,54,1,0,1,566
ESENYURT,A?IK VEYSEL,5,10,47,174,13,7,36,67,0,0,1,629
ESENYURT,ATAT?RK,12,45,192,306,12,6,34,70,1,1,2,1078
ESENYURT,ADALAR?E?ME,20,62,291,550,38,21,103,201,1,1,2,2579
ESENYURT,BALISISLI,19,70,306,509,29,16,81,162,1,1,1,2456
ESENYURT,BARBAROS HAYRETT?N PA?A,5,14,47,141,26,13,69,126,1,1,1,1126
ESENYURT,BASISLIAZ?,10,35,168,322,15,8,44,90,0,0,1,1295
ESENYURT,CUMHUR?YET,2,4,12,49,14,7,36,64,0,0,1,524
ESENYURT,?INAR,14,45,224,448,26,14,72,145,0,0,1,2209
ESENYURT,ESENKENT,5,18,96,197,8,3,21,42,0,0,1,637
ESENYURT,FATIH,20,52,226,428,37,22,102,196,1,1,1,2269
ESENYURT,G?ADALAR,2,6,22,55,12,5,33,60,0,0,1,325
ESENYURT,GSISLIURT,9,24,114,241,19,9,53,102,1,1,2,1172
ESENYURT,H?RR?YET,17,59,248,424,28,16,82,163,1,1,2,2240
ESENYURT,?NC?RTEPE,23,67,279,471,38,21,105,200,1,1,1,2478
ESENYURT,?N?N?,16,50,227,404,31,16,84,162,1,1,1,2201
ESENYURT,?SSISLIL,12,44,207,403,17,10,49,101,0,1,1,1349
ESENYURT,KOZA,4,13,57,118,4,2,14,26,0,0,1,199
ESENYURT,MEHMET AK?F ERSOY,7,23,114,251,23,12,65,129,0,1,1,1670
ESENYURT,MEHTER?E?ME,16,49,237,491,42,23,120,240,1,1,2,2813
ESENYURT,SISLINA,4,9,29,93,22,12,60,107,0,1,1,723
ESENYURT,NAMIK KEMAL,33,77,289,452,40,22,109,201,1,1,2,2307
ESENYURT,NEC?P FSISLIKISAK?REK,14,49,208,344,22,12,62,123,0,1,1,1687
ESENYURT,ORHAN GAZ?,6,22,103,193,6,3,18,36,1,1,1,698
ESENYURT,OSMANGAZ?,29,117,542,926,25,14,73,153,2,2,4,2628
ESENYURT,?RNEK,16,53,246,429,22,12,61,122,0,0,1,1580
ESENYURT,PINAR,24,73,341,649,47,27,130,255,1,1,2,3114
ESENYURT,P?R? RE?S,2,6,24,78,13,7,35,65,0,0,1,542
ESENYURT,SAADETDERE,33,78,297,476,45,25,120,223,1,1,2,2280
ESENYURT,SELAHADD?N EYYUB?,12,46,223,439,17,9,51,109,1,1,2,1765
ESENYURT,SULTAN?YE,11,31,145,285,22,12,61,118,0,0,1,1433
ESENYURT,SILEYMAN?YE,17,53,261,514,32,18,88,174,1,1,1,2401
ESENYURT,?EADALAR,11,42,196,350,17,9,48,97,0,0,1,1443
ESENYURT,TALATPA?A,16,51,238,460,34,18,93,184,1,1,2,2156
ESENYURT,TURGUT ?ZAL,19,48,190,329,34,19,93,174,1,1,2,2275
ESENYURT,?ADALAR,13,40,196,413,30,16,82,163,0,0,1,2031
ESENYURT,YEN?KENT,16,46,217,411,27,15,73,142,0,0,1,1788
ESENYURT,YSISLIENT,13,41,185,354,36,20,101,199,1,1,3,1799
ESENYURT,YUNUS EMRE,18,58,243,384,28,15,78,149,0,0,1,1948
ESENYURT,ZAFER,7,20,85,172,17,9,47,89,1,1,2,804
EYUP,ASISLI,1,4,20,52,0,0,0,0,0,0,0,23
EYUP,AKPINAR,4,10,30,65,0,0,2,3,0,0,0,48
EYUP,AK?EMSETT?N,4,18,107,402,3,2,14,38,0,1,1,768
EYUP,AL?BEYK?Y,19,49,203,397,9,6,26,52,0,1,1,620
EYUP,?IR?IR,7,26,148,452,2,1,13,30,0,0,1,701
EYUP,??SISLIN,1,3,7,16,0,0,0,0,0,0,0,11
EYUP,DEFTERDAR,29,59,207,289,15,10,37,70,0,1,1,515
EYUP,D??MADALAR,14,37,183,340,14,9,39,77,0,0,1,1229
EYUP,EMN?YETTEPE,10,25,108,240,5,3,15,30,0,0,1,436
EYUP,ESENTEPE,10,30,137,341,5,4,17,37,0,0,1,822
EYUP,G?KT?RK MERKEZ,15,64,321,745,6,1,31,76,1,1,2,1564
EYUP,GSISLIEPE,16,43,211,532,9,6,29,62,1,1,1,1175
EYUP,IADALAR,1,5,22,57,0,0,0,0,0,0,0,24
EYUP,?HSAN?YE,0,2,6,14,0,0,0,0,0,0,0,9
EYUP,?SLAMBEY,22,54,236,482,16,11,44,87,0,0,1,844
EYUP,KARSISLIP,12,41,197,524,5,4,21,47,0,0,1,832
EYUP,MERKEZ,26,53,187,322,15,11,43,79,1,1,1,891
EYUP,M?MAR S?NAN,5,21,101,197,1,1,5,10,0,0,1,209
EYUP,M?THATPA?A,11,40,180,338,2,2,8,18,1,1,1,324
EYUP,N??ANCI,24,66,297,492,18,13,50,98,1,1,1,1144
EYUP,ODAYER?,0,2,11,27,0,0,0,0,0,0,0,10
EYUP,P?R?N???,3,13,65,165,0,0,1,6,0,0,0,112
EYUP,RAM? CUMA,10,26,119,244,11,7,32,61,0,0,0,911
EYUP,RAM? YEN?,15,36,157,288,11,7,31,60,0,0,1,972
EYUP,SAKARYA,6,22,101,265,3,2,11,23,0,0,0,349
EYUP,S?LAHTARA?A,5,17,90,240,3,2,9,20,0,0,0,342
EYUP,TOADALAR,26,62,260,366,9,5,26,50,1,1,2,455
EYUP,YSISLIINAR,4,13,83,345,6,3,21,46,0,0,1,727
FATIH,AKSARAY,81,130,350,510,40,27,103,178,1,1,2,1136
FATIH,AK?EMSETT?N,64,100,320,654,67,41,174,303,1,1,1,2010
FATIH,ALEMDAR,10,21,78,161,0,0,2,3,0,1,0,33
FATIH,AL? KU??U,49,77,222,389,42,28,111,193,0,0,1,1255
FATIH,ATSISLI,45,73,218,375,52,32,134,234,0,0,1,1747
FATIH,AYVANSARAY,111,214,568,848,56,47,154,275,1,1,2,2164
FATIH,BALABANA?A,7,12,37,68,0,0,1,2,0,0,0,10
FATIH,BALAT,78,144,392,645,51,41,137,246,0,0,1,1618
FATIH,BEYAZIT,19,32,94,135,0,0,1,2,1,0,1,8
FATIH,B?NB?RD?REK,12,22,69,100,3,2,7,13,0,0,1,110
FATIH,CANKURTARAN,25,53,157,211,4,4,11,20,0,0,1,174
FATIH,CERRAHPA?A,50,76,209,293,41,25,106,182,0,1,1,1086
FATIH,CSISLI,42,82,245,365,23,18,63,112,0,0,1,964
FATIH,DEM?RTA?,18,30,79,105,1,1,3,6,0,0,1,35
FATIH,DERV?SISLI,60,114,333,560,49,35,131,233,0,0,1,1856
FATIH,EM?N S?NAN,13,25,77,115,3,3,9,16,0,0,0,142
FATIH,HACI KADIN,9,19,57,74,2,2,7,12,0,0,0,58
FATIH,HASEK?SISLIAN,47,72,208,350,45,27,117,201,0,0,1,1150
FATIH,HIRKA-? ?ER?F,78,125,362,596,83,52,217,376,1,1,2,2714
FATIH,HOBYAR,11,20,67,137,0,0,0,1,0,0,1,9
FATIH,HOCA GIYASETT?N,12,25,72,91,3,2,8,14,0,0,0,106
FATIH,HOCAPA?A,13,24,75,146,0,0,0,1,0,0,1,18
FATIH,?SKENDERPA?A,41,70,226,487,33,21,88,154,0,1,1,1152
FATIH,SILENDERHANE,4,9,28,43,1,1,4,7,0,0,0,50
FATIH,KARAG?MR?K,42,70,204,310,41,27,108,187,0,1,1,1194
FATIH,KAT?P KASIM,29,48,128,181,7,5,18,31,0,0,1,249
FATIH,KSISLIA?A,9,17,60,149,1,1,4,7,0,0,0,36
FATIH,KOCA MUSTAFAPA?A,128,185,456,621,120,78,309,527,1,1,2,2981
FATIH,K???K AYASOFYA,27,53,164,232,7,6,20,36,0,0,1,335
FATIH,MERCAN,12,26,85,144,0,0,1,2,0,0,0,5
FATIH,MES?HPA?A,7,13,43,103,1,0,3,4,0,0,0,12
FATIH,SISLINAKAPI,80,124,330,457,84,54,218,375,1,1,1,2620
FATIH,M?MAR HAYRETT?N,29,51,151,226,5,4,14,24,0,0,1,91
FATIH,M?MAR KSISLITT?N,21,35,108,181,2,1,5,8,0,0,1,29
FATIH,SISLI FENAR?,20,36,112,176,0,0,2,3,0,0,0,13
FATIH,SISLI G?RAN?,52,82,251,472,48,29,124,215,0,1,1,1405
FATIH,SISLI H?SREV,6,13,43,63,2,2,6,10,0,0,0,95
FATIH,MUHS?NE HATUN,19,33,99,153,6,4,16,28,0,0,0,276
FATIH,N??ANCA,29,51,155,250,12,8,31,55,0,0,1,539
FATIH,R?STEMPA?A,6,12,38,63,0,0,0,0,0,0,0,2
FATIH,SARA? ?SHAK,13,23,70,107,3,2,9,15,0,0,0,126
FATIH,SARIDEM?R,15,21,44,49,0,0,1,2,0,0,0,3
FATIH,SEYY?D ?MER,77,119,341,572,91,54,236,407,1,1,2,2979
FATIH,SILIVRIKAPI,53,83,237,371,66,39,171,294,0,1,1,2012
FATIH,SULTAN AHMET,17,34,98,124,4,3,10,18,0,0,0,128
FATIH,SURUR?,10,19,61,101,0,0,0,1,0,0,0,4
FATIH,SILEYMAN?YE,9,20,68,112,1,1,3,6,0,0,0,76
FATIH,S?SISLIEFEND?,56,87,229,310,63,40,164,281,0,1,1,2220
FATIH,?EHREM?N?,68,109,327,571,76,44,195,338,1,1,2,2320
FATIH,?EHSUVAR BEY,23,41,124,187,6,5,16,28,0,0,1,234
FATIH,TAHTSISLI,10,20,65,111,0,0,0,0,0,0,0,4
FATIH,TAYA HATUN,12,23,69,106,0,0,1,1,0,0,0,13
FATIH,TOPKAPI,61,94,242,338,46,31,120,206,1,1,1,1193
FATIH,YAVUZ S?NAN,9,17,48,59,2,1,5,8,0,0,0,46
FATIH,YAVUZSISLIANSISLIM,54,104,308,531,39,30,107,191,0,0,1,1849
FATIH,YEDSISLI,137,185,410,448,118,83,301,514,1,1,2,2588
FATIH,ZEYREK,44,79,238,422,34,24,91,161,0,1,1,1502
GAZ?OSMANPA?A,ADALARBA?I,8,24,142,423,10,6,29,60,0,0,1,918
GAZ?OSMANPA?A,BARBAROS HAYRETT?N PA?A,9,25,185,655,12,6,35,76,1,1,1,1180
GAZ?OSMANPA?A,FEVZ? ?AKMAK,5,13,82,256,6,3,18,39,0,0,0,664
GAZ?OSMANPA?A,H?RR?YET,10,24,147,435,13,7,36,72,0,0,1,1004
GAZ?OSMANPA?A,KARADEN?Z,9,25,192,759,15,7,44,99,1,1,1,1571
GAZ?OSMANPA?A,KARSISLIARI,5,21,144,492,5,3,19,48,0,0,1,939
GAZ?OSMANPA?A,SISLITEPE,4,16,90,251,4,3,13,27,0,0,0,620
GAZ?OSMANPA?A,KAZIM KARABEK?R,4,13,95,438,7,3,21,49,0,0,1,791
GAZ?OSMANPA?A,MERKEZ,18,46,249,622,15,9,42,84,1,1,1,1234
GAZ?OSMANPA?A,SISLINA,1,2,24,135,1,0,4,13,0,0,0,268
GAZ?OSMANPA?A,PAZAR???,8,26,136,333,6,4,17,36,0,0,0,466
GAZ?OSMANPA?A,SARIG?L,15,51,219,561,12,9,38,78,0,0,1,1114
GAZ?OSMANPA?A,?EMS?PA?A,4,11,87,307,6,4,18,38,0,0,0,580
GAZ?OSMANPA?A,YEN? MASISLI,11,34,180,515,14,8,39,81,0,1,1,1304
GAZ?OSMANPA?A,YEN?DO?AN,7,29,127,308,5,4,16,35,0,0,0,348
GAZ?OSMANPA?A,YILDIZTABYA,11,43,177,479,9,7,29,63,0,0,1,962
GUNGOREN,ABDURRAHMAN NAF?Z G?RMAN,22,40,122,207,67,37,174,299,0,1,2,2279
GUNGOREN,AKIADALAR,21,35,150,307,54,29,139,248,0,0,1,1911
GUNGOREN,GEN?OSMAN,27,57,260,521,66,35,175,323,1,1,3,3121
GUNGOREN,G?NE?TEPE,40,75,348,719,102,55,267,487,1,1,3,4645
GUNGOREN,G?VEN,24,39,144,282,63,33,161,282,0,1,1,1754
GUNGOREN,HAZNEDAR,30,48,176,351,72,38,185,324,0,1,1,1997
GUNGOREN,MARSISLI?AKMAK,32,54,234,487,81,43,210,376,1,1,2,2906
GUNGOREN,MEHMET NES?H ?ZMEN,34,64,214,341,41,26,109,190,1,1,3,1050
GUNGOREN,MERKEZ,44,75,325,661,112,61,292,521,1,1,3,4534
GUNGOREN,SANAY?,38,75,300,509,44,24,117,209,1,1,3,1389
GUNGOREN,TOZKOPARAN,30,49,134,212,52,34,136,237,1,0,2,1892
KADIKOY,19.May,3,8,42,204,5,2,18,38,0,1,1,482
KADIKOY,ACIBADEM,9,20,113,367,12,6,38,73,1,0,1,953
KADIKOY,BOSTANCI,8,20,96,345,11,4,35,67,1,1,1,814
KADIKOY,CADDEBOSTAN,6,15,74,260,6,2,22,43,0,0,1,489
KADIKOY,CAFERA?A,17,38,196,648,13,6,39,74,1,0,1,787
KADIKOY,SISLIPINAR,12,33,152,248,11,6,31,58,0,1,1,713
KADIKOY,E??T?M,18,49,221,396,15,9,40,75,0,0,1,832
KADIKOY,ERENK?Y,5,12,53,232,8,3,26,49,0,0,1,581
KADIKOY,FENERBAH?E,5,15,81,256,4,1,15,30,0,0,1,446
KADIKOY,FENESISLI,4,10,49,198,6,2,21,40,0,0,0,517
KADIKOY,F?K?RTEPE,17,43,207,316,10,6,29,55,0,1,1,714
KADIKOY,G?ZTEPE,6,14,66,292,7,3,28,54,1,1,1,627
KADIKOY,HASANPA?A,18,40,182,405,16,10,46,87,0,0,1,800
KADIKOY,KO?SISLI,6,23,116,280,2,2,12,26,0,0,0,312
KADIKOY,KOZYATA?I,3,8,39,208,5,2,20,40,0,0,1,483
KADIKOY,MERD?VENK?Y,17,42,191,434,17,9,49,96,1,1,1,1533
KADIKOY,OSMANA?A,16,33,167,481,10,5,25,46,0,0,1,349
KADIKOY,RAS?MPA?A,18,41,189,518,12,6,31,58,0,0,1,617
KADIKOY,SAHRAYICED?T,4,9,46,204,6,3,24,46,0,0,1,597
KADIKOY,SUAD?YE,5,12,68,265,5,2,19,37,1,0,1,454
KADIKOY,Z?HT?PA?A,11,20,78,160,9,4,24,43,0,1,1,485
KAGITHANE,SISLIYAN,6,19,137,462,5,3,19,43,0,0,1,717
KAGITHANE,?EL?KTEPE,4,11,95,393,4,1,13,30,0,0,0,480
KAGITHANE,EMN?YETADALAR?,1,2,17,83,1,0,3,7,0,0,0,106
KAGITHANE,G?LTEPE,2,6,51,204,2,1,6,13,0,0,0,224
KAGITHANE,G?RSEL,8,22,137,430,6,3,22,47,0,0,1,774
KAGITHANE,HAM?D?YE,3,12,63,252,3,2,16,37,1,1,1,835
KAGITHANE,HARMANTEPE,3,10,86,311,2,1,8,20,0,0,0,328
KAGITHANE,H?RR?YET,4,14,87,313,4,2,11,25,0,0,0,394
KAGITHANE,MEHMET AK?F ERSOY,10,25,112,243,8,6,23,44,0,0,1,908
KAGITHANE,MERKEZ,11,31,162,459,9,6,29,61,1,1,1,722
KAGITHANE,NURTEPE,9,25,123,326,8,5,26,52,0,1,1,865
KAGITHANE,ORTABAYIR,3,8,67,276,3,1,10,22,0,0,0,342
KAGITHANE,SEYRANTEPE,3,10,71,286,1,0,8,22,0,0,1,410
KAGITHANE,SULTANSISLIM,3,9,74,356,3,1,12,28,0,0,1,442
KAGITHANE,??R?NTEPE,2,8,55,229,3,1,8,19,0,0,0,349
KAGITHANE,TALATPA?A,12,32,178,529,12,6,32,68,1,1,1,1049
KAGITHANE,TELADALAR,2,5,41,173,2,1,6,14,0,0,0,180
KAGITHANE,YAHYA KEMAL,6,21,125,304,7,4,19,39,0,0,1,607
KAGITHANE,YSISLIE,2,5,46,187,1,0,4,10,0,0,0,176
KARTAL,ADALAR,8,19,131,438,12,5,33,68,1,1,1,985
KARTAL,CESISLI,8,22,151,435,9,5,27,57,0,0,1,914
KARTAL,CUMHUR?YET,5,21,141,407,2,0,12,28,0,0,1,653
KARTAL,?AVUSISLI,12,33,170,373,7,3,20,40,0,0,1,678
KARTAL,ESENTEPE,9,32,209,564,5,2,21,48,1,1,1,853
KARTAL,G?M??PINAR,6,22,133,366,7,3,22,49,0,0,1,914
KARTAL,H?RR?YET,19,72,401,948,13,7,48,107,1,1,2,2088
KARTAL,SISLIKTEPE,12,31,185,517,11,6,33,68,1,1,1,1217
KARTAL,KORDONBOYU,10,24,105,254,10,5,29,55,0,0,2,560
KARTAL,ORHANTEPE,22,62,309,618,18,8,57,114,1,1,3,1752
KARTAL,ORTA,3,10,72,255,3,1,10,23,0,0,0,425
KARTAL,PESISLI??,7,17,109,377,11,5,31,63,1,1,1,905
KARTAL,SOSISLIK YEN?,6,21,133,397,6,2,20,45,0,0,1,839
KARTAL,TOSISLI?,10,29,167,325,8,4,22,44,0,0,1,702
KARTAL,U?UR MUMCU,4,9,42,194,16,8,47,91,0,0,1,965
KARTAL,YAKACIK ?ARSI,13,44,199,441,5,3,21,48,1,1,1,774
KARTAL,YAKACIK YEN?,9,32,152,314,7,4,24,50,0,0,1,920
KARTAL,YALI,13,31,148,279,11,7,29,56,0,0,1,775
KARTAL,YUKARI,6,15,73,188,6,3,16,31,0,0,0,363
KARTAL,YUNUS,17,47,252,483,9,6,31,63,0,1,1,907
KUCUKCEKMECE,ATAKENT,8,25,118,356,24,10,82,170,2,2,3,3055
KUCUKCEKMECE,ATAT?RK,32,97,473,985,41,25,115,230,1,1,2,3108
KUCUKCEKMECE,BE?YOL,7,17,55,88,5,3,14,27,0,0,1,193
KUCUKCEKMECE,CENNET,88,134,325,415,126,85,330,567,1,1,3,3933
KUCUKCEKMECE,CUMHUR?YET,109,209,626,803,148,89,392,696,2,2,5,6445
KUCUKCEKMECE,FATIH,54,74,168,184,54,34,140,238,1,1,2,1489
KUCUKCEKMECE,FEVZ? ?AKMAK,84,155,477,603,89,51,232,406,1,1,2,3312
KUCUKCEKMECE,G?LTEPE,52,116,391,591,68,39,182,332,1,1,3,3207
KUCUKCEKMECE,HASISLI MERKEZ,57,163,709,1315,92,53,255,492,2,2,7,5838
KUCUKCEKMECE,?N?N?,95,243,924,1399,143,83,385,711,2,2,6,7372
KUCUKCEKMECE,?STASYON,46,116,452,751,46,29,129,246,1,1,3,3350
KUCUKCEKMECE,KANARYA,116,235,802,1210,144,91,384,696,1,1,4,7297
KUCUKCEKMECE,KASISLIEPE,62,112,313,374,52,34,137,239,1,1,3,1752
KUCUKCEKMECE,KSISLIA?A,34,65,219,316,44,24,114,202,0,1,1,1655
KUCUKCEKMECE,MEHMET AK?F,21,75,435,991,33,19,95,201,1,1,2,3390
KUCUKCEKMECE,S?SISLI ?E?ME,82,181,645,892,89,51,236,424,1,1,3,3896
KUCUKCEKMECE,SULTAN MURAT,42,85,262,329,47,28,125,222,0,1,1,1891
KUCUKCEKMECE,TEVF?KBEY,87,171,533,722,103,63,272,482,1,2,4,4404
KUCUKCEKMECE,YARIMBURGAZ,11,45,204,362,3,2,20,45,0,1,1,750
KUCUKCEKMECE,YEN? MASISLI,67,118,327,437,71,49,190,336,1,1,3,2297
KUCUKCEKMECE,YSISLIVA,86,180,520,676,93,63,250,451,1,1,4,4140
MALTEPE,ALTAY?E?ME,6,15,90,294,9,4,27,57,0,1,1,877
MALTEPE,ALTINTEPE,10,22,126,403,18,9,47,93,1,0,1,1077
MALTEPE,AYDIADALAR,4,16,86,265,2,1,12,31,0,0,1,573
MALTEPE,ADALARBA?I,26,59,309,720,35,19,95,181,1,1,2,2227
MALTEPE,BA?IB?Y?K,19,68,286,618,10,8,37,80,1,1,1,1184
MALTEPE,B?Y?KBASISLI?Y,3,15,86,189,0,0,1,5,0,0,1,80
MALTEPE,CESISLI,27,69,343,710,30,15,85,162,1,1,2,2224
MALTEPE,?INAR,4,10,67,218,6,3,19,41,0,0,1,602
MALTEPE,ESENKENT,22,70,290,581,18,12,55,108,0,1,2,1406
MALTEPE,FESISLIAH,14,30,140,313,20,10,53,98,1,1,1,1170
MALTEPE,FINSISLI,4,14,130,561,4,2,22,57,0,0,1,1156
MALTEPE,G?RNE,2,9,53,176,2,0,10,25,0,0,0,433
MALTEPE,SILENSU,28,99,400,753,14,12,44,90,0,1,1,976
MALTEPE,G?LSUYU,20,67,316,595,12,9,37,76,1,1,1,947
MALTEPE,?SISLIEPE,4,12,84,270,7,3,22,47,0,0,1,702
MALTEPE,K???SISLI MERKEZ,6,15,100,315,9,4,27,57,0,0,1,816
MALTEPE,YALI,25,57,212,320,20,11,55,102,1,1,2,1208
MALTEPE,Z?MR?ADALAR,13,43,270,855,18,8,58,128,1,1,2,2444
PENDIK,AHMET YESEV?,7,38,233,524,6,2,24,59,1,1,2,1282
PENDIK,BASISLISILER,7,23,130,306,6,3,19,38,0,0,1,609
PENDIK,SISLICA,1,4,25,60,0,0,0,0,0,0,0,28
